year,month,day,CO,NO,NO2,O3,PM10,SO2,season_spring,season_summer,season_winter
2023,4,28,0.34,43.38,71.56,25.62,35.96,1.08,1,0,0
2023,4,29,0.28,25.83,38.92,38.79,30.62,1.08,1,0,0
2023,4,30,0.21,6.29,24.5,50.88,14.79,1.0,1,0,0
2023,5,1,0.2,5.92,21.92,50.67,13.0,1.0,1,0,0
2023,5,2,0.25,12.83,35.08,42.38,19.21,1.0,1,0,0
2023,5,3,0.33,15.46,36.33,51.42,23.12,1.0,1,0,0
2023,5,4,0.31,10.0,30.54,62.62,21.75,1.0,1,0,0
2023,5,5,0.31,1.5,16.62,60.68,22.42,1.0,1,0,0
2023,5,10,0.3,15.54,33.23,50.29,21.71,1.0,1,0,0
2023,5,11,0.27,12.5,28.17,59.12,16.5,1.0,1,0,0
2023,5,12,0.27,13.54,36.67,52.5,12.33,1.0,1,0,0
2023,5,13,0.21,9.92,36.42,42.54,11.21,1.0,1,0,0
2023,5,14,0.22,10.04,29.33,46.92,12.96,1.0,1,0,0
2023,5,15,0.26,14.75,44.5,51.0,20.38,1.0,1,0,0
2023,5,16,0.28,10.42,42.21,54.9,20.17,1.86,1,0,0
2023,5,17,0.28,10.71,33.88,64.04,21.12,3.96,1,0,0
2023,5,18,0.36,16.92,38.46,56.25,22.92,4.25,1,0,0
2023,5,19,0.29,10.75,37.83,57.54,20.62,3.29,1,0,0
2023,5,20,0.2,10.62,29.96,64.42,13.79,3.92,1,0,0
2023,5,21,0.22,7.04,31.12,62.0,15.29,3.17,1,0,0
2023,5,22,0.34,10.42,32.58,57.29,19.38,3.08,1,0,0
2023,5,23,0.32,14.79,45.0,57.67,25.71,3.58,1,0,0
2023,5,24,0.3,17.04,55.46,46.17,28.62,3.83,1,0,0
2023,5,25,0.38,15.67,46.54,47.42,14.96,3.83,1,0,0
2023,5,26,0.34,18.21,44.46,41.71,24.58,4.25,1,0,0
2023,5,27,0.3,30.08,52.58,34.71,35.96,4.17,1,0,0
2023,5,28,0.2,7.79,33.58,55.88,33.88,3.33,1,0,0
2023,5,29,0.29,10.12,29.29,73.38,36.92,3.0,1,0,0
2023,5,30,0.32,15.25,43.29,64.42,33.04,3.29,1,0,0
2023,5,31,0.34,11.17,45.62,62.46,23.54,3.96,1,0,0
2023,6,1,0.32,10.95,37.85,69.82,20.75,3.7,1,0,0
2023,6,2,0.27,15.75,45.17,54.62,30.58,2.12,1,0,0
2023,6,3,0.25,11.17,35.38,53.29,21.67,1.67,1,0,0
2023,6,4,0.21,7.75,30.67,53.71,17.5,1.46,1,0,0
2023,6,5,0.21,10.79,29.46,58.08,17.29,1.21,1,0,0
2023,6,6,0.33,10.12,29.62,56.12,20.42,1.0,1,0,0
2023,6,7,0.37,13.04,29.62,56.17,16.96,1.0,1,0,0
2023,6,8,0.34,14.29,33.58,48.75,18.79,1.0,1,0,0
2023,6,9,0.26,12.5,36.04,46.08,29.79,1.0,1,0,0
2023,6,10,0.22,8.88,31.04,55.27,23.17,1.0,1,0,0
2023,6,12,0.32,8.21,31.75,72.08,14.04,1.0,1,0,0
2023,6,13,0.35,6.73,30.68,52.77,17.71,1.0,1,0,0
2023,6,14,0.26,10.17,33.04,63.29,19.54,1.0,1,0,0
2023,6,15,0.3,11.62,39.54,63.58,24.67,1.0,1,0,0
2023,6,16,0.33,15.71,45.33,54.42,34.83,1.08,1,0,0
2023,6,17,0.2,4.62,21.58,77.62,24.58,1.0,1,0,0
2023,6,18,0.21,5.67,30.79,78.67,19.46,1.0,1,0,0
2023,6,19,0.24,5.06,28.11,85.67,29.04,1.0,1,0,0
2023,6,20,0.36,12.96,43.67,57.62,39.46,1.0,1,0,0
2023,6,21,0.3,7.46,27.0,61.12,46.62,1.0,1,0,0
2023,6,22,0.25,7.79,30.88,56.46,32.79,1.0,1,0,0
2023,6,23,0.22,5.62,21.81,61.5,31.25,1.0,1,0,0
2023,6,24,0.2,4.54,19.79,62.75,29.04,1.0,1,0,0
2023,6,25,0.24,15.38,29.79,49.42,20.42,1.0,1,0,0
2023,6,26,0.41,15.12,40.75,45.42,28.21,1.0,1,0,0
2023,6,27,0.28,8.12,27.5,56.62,22.46,1.0,1,0,0
2023,6,28,0.37,10.0,31.0,54.83,26.5,1.0,1,0,0
2023,6,29,0.29,13.58,43.75,49.79,27.33,1.0,1,0,0
2023,6,30,0.27,7.61,25.61,74.05,19.21,1.0,1,0,0
2023,7,1,0.2,7.21,21.46,59.71,17.62,1.0,0,1,0
2023,7,2,0.21,4.62,17.67,58.0,14.54,1.0,0,1,0
2023,7,3,0.33,14.6,34.2,46.79,21.42,1.0,0,1,0
2023,7,4,0.29,11.08,30.08,42.33,18.0,1.0,0,1,0
2023,7,5,0.28,11.92,25.12,39.54,17.17,1.0,0,1,0
2023,7,6,0.25,11.46,27.38,40.54,14.83,1.0,0,1,0
2023,7,7,0.25,11.58,33.5,42.79,19.79,1.17,0,1,0
2023,7,8,0.2,6.92,23.33,64.25,25.29,1.58,0,1,0
2023,7,9,0.2,9.17,36.29,50.42,27.33,1.0,0,1,0
2023,7,10,0.27,10.46,33.54,51.21,37.29,1.0,0,1,0
2023,7,11,0.33,22.67,55.75,22.33,64.83,1.0,0,1,0
2023,7,12,0.27,12.67,25.88,41.75,40.92,1.0,0,1,0
2023,7,13,0.27,11.42,28.5,47.58,32.54,1.0,0,1,0
2023,7,14,0.23,8.79,24.04,53.83,27.08,1.0,0,1,0
2023,7,15,0.26,7.04,22.46,52.79,20.08,1.0,0,1,0
2023,7,16,0.22,9.29,23.21,45.92,15.67,1.0,0,1,0
2023,7,17,0.36,11.41,40.18,37.19,19.5,1.0,0,1,0
2023,7,18,0.34,13.67,42.54,36.17,39.67,1.0,0,1,0
2023,7,19,0.35,13.38,41.96,44.38,39.54,1.0,0,1,0
2023,7,20,0.24,10.88,36.79,49.42,31.3,1.0,0,1,0
2023,7,21,0.25,10.96,27.92,53.88,27.5,1.0,0,1,0
2023,7,22,0.21,8.29,25.58,56.25,20.38,1.0,0,1,0
2023,7,23,0.22,8.88,26.17,53.67,26.0,1.0,0,1,0
2023,7,24,0.3,8.64,27.09,41.59,28.83,1.0,0,1,0
2023,7,25,0.23,10.75,26.67,52.9,36.08,1.05,0,1,0
2023,7,26,0.3,14.0,28.05,47.52,23.75,1.0,0,1,0
2023,7,27,0.29,7.35,25.96,46.8,26.3,1.0,0,1,0
2023,7,28,0.39,8.88,29.17,72.67,17.88,1.0,0,1,0
2023,7,29,0.24,5.0,14.75,57.5,16.29,1.0,0,1,0
2023,7,30,0.24,8.0,23.88,49.25,14.21,1.0,0,1,0
2023,7,31,0.31,8.21,22.83,45.92,19.08,1.0,0,1,0
2023,8,1,0.33,7.4,20.35,46.14,26.17,1.0,0,1,0
2023,8,2,0.33,7.83,22.29,49.54,30.0,1.0,0,1,0
2023,8,3,0.3,8.96,23.33,45.54,19.33,1.0,0,1,0
2023,8,4,0.25,11.79,27.25,48.0,16.83,1.0,0,1,0
2023,8,5,0.2,5.58,16.92,61.83,14.83,1.0,0,1,0
2023,8,6,0.27,6.17,22.71,49.5,19.25,1.0,0,1,0
2023,8,7,0.28,9.92,23.08,53.04,22.21,1.0,0,1,0
2023,8,8,0.33,8.96,23.25,51.79,24.79,1.0,0,1,0
2023,8,9,0.29,5.42,17.25,55.17,19.58,1.0,0,1,0
2023,8,10,0.32,7.71,31.0,57.5,20.96,1.0,0,1,0
2023,8,11,0.32,8.38,41.5,53.71,25.5,1.0,0,1,0
2023,8,12,0.3,4.75,20.04,73.04,20.67,1.0,0,1,0
2023,8,13,0.27,9.92,32.0,52.33,20.67,1.0,0,1,0
2023,8,14,0.3,7.42,25.08,54.04,16.88,1.0,0,1,0
2023,8,15,0.23,5.25,17.75,64.75,16.12,1.0,0,1,0
2023,8,16,0.26,5.68,20.79,65.23,19.42,1.0,0,1,0
2023,8,17,0.22,6.75,17.12,68.21,21.46,1.0,0,1,0
2023,8,18,0.28,9.08,33.12,60.88,27.79,1.21,0,1,0
2023,8,19,0.31,5.33,21.25,63.96,34.62,1.0,0,1,0
2023,8,20,0.34,20.58,45.42,43.33,37.58,2.17,0,1,0
2023,8,21,0.5,26.83,63.67,45.58,45.42,2.38,0,1,0
2023,8,22,0.4,9.96,44.38,61.5,38.88,1.42,0,1,0
2023,8,23,0.5,30.5,70.88,49.17,46.17,2.33,0,1,0
2023,8,24,0.41,11.25,46.54,55.67,38.92,1.62,0,1,0
2023,8,25,0.29,7.17,21.83,74.42,25.58,1.0,0,1,0
2023,8,26,0.28,3.75,14.25,68.0,25.0,1.0,0,1,0
2023,8,27,0.2,4.33,18.21,43.58,17.71,1.25,0,1,0
2023,8,28,0.24,8.25,22.12,47.62,14.42,1.42,0,1,0
2023,8,29,0.31,10.71,26.83,48.67,13.08,1.83,0,1,0
2023,8,30,0.35,11.29,30.46,53.25,17.42,1.25,0,1,0
2023,8,31,0.35,8.05,31.26,55.14,15.16,2.79,0,1,0
2023,9,1,0.38,12.67,30.92,53.92,13.5,4.25,0,1,0
2023,9,2,0.32,6.5,18.88,63.38,14.0,4.0,0,1,0
2023,9,3,0.22,5.08,15.38,77.21,15.58,3.96,0,1,0
2023,9,4,0.32,10.17,28.83,74.0,20.92,3.12,0,1,0
2023,9,5,0.42,12.62,32.08,66.62,21.33,2.08,0,1,0
2023,9,6,0.41,10.83,30.88,72.92,21.21,2.46,0,1,0
2023,9,7,0.47,11.21,39.0,66.42,18.46,2.25,0,1,0
2023,9,8,0.43,13.79,47.08,58.88,22.96,2.75,0,1,0
2023,9,9,0.34,8.25,42.08,60.33,21.79,2.71,0,1,0
2023,9,10,0.25,6.75,26.71,66.04,15.88,2.58,0,1,0
2023,9,11,0.24,5.71,20.08,65.08,14.04,2.38,0,1,0
2023,9,12,0.44,16.0,33.96,50.62,20.08,2.08,0,1,0
2023,9,13,0.37,12.42,29.79,58.21,19.62,2.21,0,1,0
2023,9,14,0.35,11.83,34.12,50.79,17.5,2.33,0,1,0
2023,9,15,0.37,11.62,39.62,40.09,14.27,2.05,0,1,0
2023,9,16,0.35,13.62,38.96,41.17,17.83,1.83,0,1,0
2023,9,17,0.35,7.71,28.79,50.42,65.79,2.0,0,1,0
2023,9,18,0.27,7.08,24.42,54.0,41.04,2.08,0,1,0
2023,9,19,0.45,17.67,43.38,39.08,18.46,2.42,0,1,0
2023,9,20,0.35,8.5,27.75,50.33,14.54,1.79,0,1,0
2023,9,21,0.38,12.21,41.42,46.96,22.75,2.21,0,1,0
2023,9,22,0.31,9.21,22.33,48.79,12.33,2.08,0,1,0
2023,9,23,0.3,9.62,23.0,57.92,9.42,2.42,0,1,0
2023,9,24,0.29,5.29,20.58,60.25,10.42,2.21,0,1,0
2023,9,25,0.35,6.88,28.62,53.62,11.58,2.29,0,1,0
2023,9,26,0.38,11.08,39.88,47.42,18.71,2.33,0,1,0
2023,9,27,0.4,17.83,42.46,42.79,20.42,2.54,0,1,0
2023,9,28,0.38,8.12,31.17,51.83,16.96,2.08,0,1,0
2023,9,29,0.54,19.88,53.54,39.67,27.46,2.08,0,1,0
2023,9,30,0.48,31.96,57.33,40.33,25.42,2.83,0,1,0
2023,10,1,0.28,9.38,31.33,54.88,23.38,1.75,0,0,0
2023,10,2,0.45,13.04,38.12,59.54,26.88,1.79,0,0,0
2023,10,3,0.39,9.42,31.71,55.83,19.17,1.33,0,0,0
2023,10,4,0.31,4.9,20.9,55.65,32.08,1.55,0,0,0
2023,10,5,0.49,17.62,35.83,46.79,29.0,2.71,0,0,0
2023,10,6,0.35,10.75,39.25,53.25,38.12,2.04,0,0,0
2023,10,7,0.37,7.58,35.42,54.42,33.83,1.92,0,0,0
2023,10,8,0.31,7.54,30.67,49.5,29.83,2.62,0,0,0
2023,10,9,0.31,6.83,33.17,47.58,33.39,3.12,0,0,0
2023,10,10,0.37,6.88,35.04,50.71,33.67,6.08,0,0,0
2023,10,11,0.4,15.25,40.46,45.88,25.42,6.54,0,0,0
2023,10,12,0.31,3.75,21.79,61.5,20.71,6.21,0,0,0
2023,10,13,0.3,6.08,29.96,55.62,28.17,5.96,0,0,0
2023,10,14,0.33,6.04,28.62,52.21,31.08,5.96,0,0,0
2023,10,15,0.27,8.75,33.33,36.46,27.21,6.0,0,0,0
2023,10,16,0.35,12.79,35.96,37.71,16.62,6.08,0,0,0
2023,10,17,0.44,16.54,41.25,30.08,23.67,6.17,0,0,0
2023,10,18,0.52,22.2,51.25,19.85,36.29,3.8,0,0,0
2023,10,19,0.3,13.25,36.12,36.12,31.92,1.04,0,0,0
2023,10,20,0.22,4.83,19.25,52.54,16.54,1.0,0,0,0
2023,10,21,0.21,4.25,16.71,56.62,8.38,1.12,0,0,0
2023,10,22,0.31,7.04,28.46,50.92,9.42,1.0,0,0,0
2023,10,23,0.39,7.96,36.38,47.88,38.71,1.0,0,0,0
2023,10,24,0.24,4.75,23.83,45.38,14.96,1.0,0,0,0
2023,10,25,0.27,5.88,22.38,45.67,16.62,1.0,0,0,0
2023,10,26,0.4,12.33,29.5,31.83,27.42,1.0,0,0,0
2023,10,27,0.25,7.21,23.79,54.17,23.54,1.0,0,0,0
2023,10,28,0.3,6.92,29.62,43.33,14.12,1.0,0,0,0
2023,10,29,0.29,4.13,24.35,48.57,18.09,1.0,0,0,0
2023,10,30,0.44,25.42,44.88,26.58,27.08,1.0,0,0,0
2023,10,31,0.32,8.21,28.12,36.38,17.42,1.0,0,0,0
2023,11,1,0.27,5.62,27.25,37.5,14.88,1.0,0,0,0
2023,11,2,0.31,8.25,21.29,51.46,31.33,1.0,0,0,0
2023,11,3,0.23,6.21,15.33,57.33,19.33,1.0,0,0,0
2023,11,4,0.28,7.38,21.0,48.0,18.79,1.0,0,0,0
2023,11,5,0.25,3.46,14.12,59.83,13.08,1.0,0,0,0
2023,11,6,0.42,8.12,28.21,42.54,17.62,1.0,0,0,0
2023,11,7,0.3,8.21,26.79,42.25,20.54,1.0,0,0,0
2023,11,8,0.37,10.25,31.21,42.58,24.58,1.0,0,0,0
2023,11,9,0.48,15.1,41.7,27.25,23.42,1.0,0,0,0
2023,11,10,0.37,11.33,37.83,34.33,24.5,1.0,0,0,0
2023,11,11,0.47,15.79,43.33,28.21,17.92,1.12,0,0,0
2023,11,12,0.41,12.29,31.38,26.96,16.04,1.08,0,0,0
2023,11,13,0.53,31.75,50.5,16.71,35.79,1.79,0,0,0
2023,11,14,0.43,19.25,41.08,17.5,32.79,2.25,0,0,0
2023,11,15,0.48,19.88,44.33,24.83,24.21,1.62,0,0,0
2023,11,16,0.48,24.12,46.08,19.29,39.0,1.62,0,0,0
2023,11,17,0.43,16.08,45.17,26.71,27.75,1.08,0,0,0
2023,11,18,0.29,6.29,30.79,40.88,24.42,1.04,0,0,0
2023,11,19,0.38,16.08,51.92,13.46,30.38,1.38,0,0,0
2023,11,20,0.5,26.29,62.52,12.95,42.71,1.33,0,0,0
2023,11,21,0.45,18.9,41.0,29.71,34.12,1.24,0,0,0
2023,11,22,0.47,16.12,38.46,32.33,22.21,1.38,0,0,0
2023,11,23,0.28,9.25,33.04,30.67,32.08,1.29,0,0,0
2023,11,24,0.42,16.96,35.29,31.0,47.75,1.71,0,0,0
2023,11,25,0.34,16.67,34.58,29.62,31.04,1.46,0,0,0
2023,11,26,0.49,10.5,30.96,40.46,23.46,1.79,0,0,0
2023,11,27,0.38,14.75,33.0,28.04,45.29,2.04,0,0,0
2023,11,28,0.58,19.46,38.58,28.08,26.54,1.46,0,0,0
2023,11,29,0.5,35.33,49.17,23.62,32.5,1.75,0,0,0
2023,11,30,0.57,38.17,50.83,17.04,38.29,1.58,0,0,0
2023,12,1,0.5,25.29,32.67,32.79,26.96,1.46,0,0,0
2023,12,2,0.4,8.67,26.38,38.96,14.92,1.17,0,0,0
2023,12,3,0.28,4.33,22.0,39.42,13.58,1.12,0,0,0
2023,12,4,0.42,7.25,31.08,41.21,24.25,1.33,0,0,0
2023,12,5,0.37,12.45,35.95,26.2,19.9,1.2,0,0,0
2023,12,6,0.38,7.71,32.88,30.71,20.88,1.12,0,0,0
2023,12,7,0.32,7.71,33.0,33.46,27.92,1.17,0,0,0
2023,12,8,0.32,8.25,30.08,27.42,14.0,1.04,0,0,0
2023,12,9,0.35,9.42,31.5,34.88,15.08,1.04,0,0,0
2023,12,10,0.43,19.0,42.88,18.25,18.25,1.12,0,0,0
2023,12,11,0.45,19.48,36.95,17.79,20.52,1.14,0,0,0
2023,12,12,0.67,35.38,45.71,18.62,33.29,1.5,0,0,0
2023,12,13,0.34,16.46,34.96,31.62,33.38,1.08,0,0,0
2023,12,14,0.43,15.83,31.92,32.38,19.29,1.5,0,0,0
2023,12,15,0.49,25.88,54.17,19.71,28.92,1.5,0,0,0
2023,12,16,0.37,17.54,45.58,24.33,23.25,3.38,0,0,0
2023,12,17,0.44,21.88,52.92,16.25,25.92,4.38,0,0,0
2023,12,18,1.0,94.96,83.0,4.12,55.17,8.04,0,0,0
2023,12,19,1.04,99.12,69.42,12.38,53.08,8.29,0,0,0
2023,12,20,0.62,34.62,47.75,15.08,45.5,7.75,0,0,0
